name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha
myconid-sprout,NULL,0,plant,Small,10,7,NULL,lawful neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
nabassu,NULL,15,fiend (demon),Medium,18,190,fly,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
nagpa,NULL,17,humanoid (nagpa),Medium,19,187,NULL,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
nalfeshnee,https://www.aidedd.org/dnd/monstres.php?vo=nalfeshnee,13,fiend (demon),Large,18,184,fly,chaotic evil,NULL,Monster Manual (SRD),21.0,10.0,22.0,19.0,12.0,15.0
narzugon,https://www.aidedd.org/dnd/monstres.php?vo=narzugon,13,fiend (devil),Medium,20,112,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,20.0,10.0,17.0,16.0,14.0,19.0
necromancer,NULL,9,humanoid (any race),Medium,12,66,NULL,any alignment,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
necromite-of-myrkul,NULL,1/2,humanoid (human),Medium,11,13,NULL,neutral evil,NULL,Adventures (Descent into Avernus),NULL,NULL,NULL,NULL,NULL,NULL
needle-blight,NULL,1/4,plant,Medium,12,11,NULL,neutral evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
neogi,NULL,3,aberration,Small,15,33,NULL,lawful evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
neogi-hatchling,NULL,1/8,aberration,Tiny,11,7,NULL,lawful evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
neogi-master,NULL,4,aberration,Medium,15,71,NULL,lawful evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
neothelid,NULL,13,aberration,Gargantuan,16,325,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
night-blade,NULL,1/4,humanoid (human),Medium,12,11,NULL,chaotic evil,NULL,Adventures (Descent into Avernus),NULL,NULL,NULL,NULL,NULL,NULL
night-hag,https://www.aidedd.org/dnd/monstres.php?vo=night-hag,5,fiend,Medium,17,112,NULL,neutral evil,NULL,Monster Manual (SRD),18.0,15.0,16.0,16.0,14.0,16.0
nightmare,https://www.aidedd.org/dnd/monstres.php?vo=nightmare,3,fiend,Large,13,68,fly,neutral evil,NULL,Monster Manual (SRD),18.0,15.0,16.0,10.0,13.0,15.0
nightwalker,NULL,20,undead,Huge,14,297,fly,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
nilbog,https://www.aidedd.org/dnd/monstres.php?vo=nilbog,1,humanoid (goblinoid),Small,13,7,NULL,chaotic evil,NULL,Volo's Guide to Monsters,8.0,14.0,10.0,10.0,8.0,15.0
noble,https://www.aidedd.org/dnd/monstres.php?vo=noble,1/8,humanoid (any race),Medium,15,9,NULL,any alignment,NULL,Monster Manual (SRD),11.0,12.0,11.0,12.0,14.0,16.0
nothic,https://www.aidedd.org/dnd/monstres.php?vo=nothic,2,aberration,Medium,15,45,NULL,neutral evil,NULL,Monster Manual,14.0,16.0,16.0,13.0,10.0,8.0
nupperibo,NULL,1/2,fiend (devil),Medium,13,11,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
nycaloth,https://www.aidedd.org/dnd/monstres.php?vo=nycaloth,9,fiend (yugoloth),Large,18,123,fly,neutral evil,NULL,Monster Manual (BR),20.0,11.0,19.0,12.0,10.0,15.0
oblex-spawn,NULL,1/4,ooze,Tiny,13,18,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
ochre-jelly,https://www.aidedd.org/dnd/monstres.php?vo=ochre-jelly,2,ooze,Large,8,45,NULL,unaligned,NULL,Monster Manual (SRD),15.0,6.0,14.0,2.0,6.0,1.0
octopus,https://www.aidedd.org/dnd/monstres.php?vo=octopus,0,beast,Small,12,3,swim,unaligned,NULL,Monster Manual (SRD),4.0,15.0,11.0,3.0,10.0,4.0
ogre,https://www.aidedd.org/dnd/monstres.php?vo=ogre,2,giant,Large,11,59,NULL,chaotic evil,NULL,Monster Manual (SRD),19.0,8.0,16.0,5.0,7.0,7.0
ogre-battering-ram,NULL,4,giant,Large,14,59,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
ogre-bolt-launcher,NULL,2,giant,Large,13,59,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
ogre-chain-brute,NULL,3,giant,Large,11,59,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
ogre-howdah,NULL,2,giant,Large,13,59,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
ogre-zombie,https://www.aidedd.org/dnd/monstres.php?vo=ogre-zombie,2,undead,Large,8,85,NULL,neutral evil,NULL,Monster Manual (SRD),19.0,6.0,18.0,3.0,6.0,5.0
ogremoch,NULL,20,elemental,Gargantuan,20,526,NULL,neutral evil,NULL,Adventures (Princes of the Apocalypse),NULL,NULL,NULL,NULL,NULL,NULL
oinoloth,NULL,12,fiend (yugoloth),Medium,17,126,NULL,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
olhydra,NULL,18,elemental,Huge,18,324,swim,neutral evil,NULL,Adventures (Princes of the Apocalypse),NULL,NULL,NULL,NULL,NULL,NULL
oni,https://www.aidedd.org/dnd/monstres.php?vo=oni,7,giant,Large,16,110,fly,lawful evil,NULL,Monster Manual (SRD),19.0,11.0,16.0,14.0,12.0,15.0
orc,https://www.aidedd.org/dnd/monstres.php?vo=orc,1/2,humanoid (orc),Medium,13,15,NULL,chaotic evil,NULL,Monster Manual (SRD),16.0,12.0,16.0,7.0,11.0,10.0
orc-blade-of-ilneval,NULL,4,humanoid (orc),Medium,18,60,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
orc-claw-of-luthic,NULL,2,humanoid (orc),Medium,14,45,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
orc-eye-of-gruumsh,https://www.aidedd.org/dnd/monstres.php?vo=orc-eye-of-gruumsh,2,humanoid (orc),Medium,16,45,NULL,chaotic evil,NULL,Monster Manual (BR),16.0,12.0,16.0,9.0,13.0,12.0
orc-hand-of-yurtrus,NULL,2,humanoid (orc),Medium,12,30,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
orc-red-fang-of-shargaas,NULL,3,humanoid (orc),Medium,15,52,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
orc-war-chief,NULL,4,humanoid (orc),Medium,16,93,NULL,chaotic evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
orcus,https://www.aidedd.org/dnd/monstres.php?vo=orcus,26,fiend (demon),Huge,17,405,fly,chaotic evil,Legendary,Mordenkainen's Tome of Foes,27.0,14.0,25.0,20.0,20.0,25.0
orog,https://www.aidedd.org/dnd/monstres.php?vo=orog,2,humanoid (orc),Medium,18,42,NULL,chaotic evil,NULL,Monster Manual (BR),18.0,12.0,18.0,12.0,11.0,12.0
orthon,NULL,10,fiend (devil),Large,17,105,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
otyugh,https://www.aidedd.org/dnd/monstres.php?vo=otyugh,5,aberration,Large,14,114,NULL,neutral,NULL,Monster Manual (SRD),16.0,11.0,19.0,6.0,13.0,6.0
owl,https://www.aidedd.org/dnd/monstres.php?vo=owl,0,beast,Tiny,11,1,fly,unaligned,NULL,Monster Manual (SRD),3.0,13.0,8.0,2.0,12.0,7.0
owlbear,https://www.aidedd.org/dnd/monstres.php?vo=owlbear,3,monstrosity,Large,13,59,NULL,unaligned,NULL,Monster Manual (SRD),20.0,12.0,17.0,3.0,12.0,7.0
panther,https://www.aidedd.org/dnd/monstres.php?vo=panther,1/4,beast,Medium,12,13,NULL,unaligned,NULL,Monster Manual (SRD),14.0,15.0,10.0,3.0,14.0,7.0
pegasus,https://www.aidedd.org/dnd/monstres.php?vo=pegasus,2,celestial,Large,12,59,fly,chaotic good,NULL,Monster Manual (SRD),18.0,15.0,16.0,10.0,15.0,13.0
pentadrone,NULL,2,construct,Large,16,32,NULL,lawful neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
peryton,https://www.aidedd.org/dnd/monstres.php?vo=peryton,2,monstrosity,Medium,13,33,fly,chaotic evil,NULL,Monster Manual (BR),16.0,12.0,13.0,9.0,12.0,10.0
phase-spider,https://www.aidedd.org/dnd/monstres.php?vo=phase-spider,3,monstrosity,Large,13,32,NULL,unaligned,NULL,Monster Manual (SRD),15.0,15.0,12.0,6.0,10.0,6.0
phoenix,NULL,16,elemental,Gargantuan,18,175,fly,neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
piercer,https://www.aidedd.org/dnd/monstres.php?vo=piercer,1/2,monstrosity,Medium,15,22,NULL,unaligned,NULL,Monster Manual (BR),10.0,13.0,16.0,1.0,7.0,3.0
pit-fiend,https://www.aidedd.org/dnd/monstres.php?vo=pit-fiend,20,fiend (devil),Large,19,300,fly,lawful evil,NULL,Monster Manual (SRD),26.0,14.0,24.0,22.0,18.0,24.0
pixie,NULL,1/4,fey,Tiny,15,1,fly,neutral good,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
planetar,https://www.aidedd.org/dnd/monstres.php?vo=planetar,16,celestial,Large,19,200,fly,lawful good,NULL,Monster Manual (SRD),24.0,20.0,24.0,19.0,22.0,25.0
plesiosaurus,https://www.aidedd.org/dnd/monstres.php?vo=plesiosaurus,2,beast,Large,13,68,swim,unaligned,NULL,Monster Manual (SRD),18.0,15.0,16.0,2.0,12.0,5.0
poisonous-snake,https://www.aidedd.org/dnd/monstres.php?vo=poisonous-snake,1/8,beast,Tiny,13,2,swim,unaligned,NULL,Monster Manual (SRD),2.0,16.0,11.0,1.0,10.0,3.0
polar-bear,https://www.aidedd.org/dnd/monstres.php?vo=polar-bear,2,beast,Large,12,42,swim,unaligned,NULL,Monster Manual (SRD),20.0,10.0,16.0,2.0,13.0,7.0
pony,https://www.aidedd.org/dnd/monstres.php?vo=pony,1/8,beast,Medium,10,11,NULL,unaligned,NULL,Monster Manual (SRD),15.0,10.0,13.0,2.0,11.0,7.0
priest,https://www.aidedd.org/dnd/monstres.php?vo=priest,2,humanoid (any race),Medium,13,27,NULL,any alignment,NULL,Monster Manual (SRD),10.0,10.0,12.0,13.0,16.0,13.0
pseudodragon,https://www.aidedd.org/dnd/monstres.php?vo=pseudodragon,1/4,dragon,Tiny,13,7,fly,neutral good,NULL,Monster Manual (SRD),6.0,15.0,13.0,10.0,12.0,10.0
pterafolk,NULL,1,monstrosity,Large,12,26,fly,neutral evil,NULL,Adventures (Tomb of Annihilation),NULL,NULL,NULL,NULL,NULL,NULL
pteranodon,https://www.aidedd.org/dnd/monstres.php?vo=pteranodon,1/4,beast,Medium,13,13,fly,unaligned,NULL,Monster Manual (SRD),12.0,15.0,10.0,2.0,9.0,5.0
purple-worm,https://www.aidedd.org/dnd/monstres.php?vo=purple-worm,15,monstrosity,Gargantuan,18,247,NULL,unaligned,NULL,Monster Manual (SRD),28.0,7.0,22.0,1.0,8.0,4.0
purple-wormling,NULL,2,monstrosity,Large,12,42,NULL,unaligned,NULL,Adventures (Storm King's Thunder),NULL,NULL,NULL,NULL,NULL,NULL
quadrone,NULL,1,construct,Medium,16,22,fly,lawful neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
quaggoth,NULL,2,humanoid (quaggoth),Medium,13,45,NULL,chaotic neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
quaggoth-spore-servant,NULL,1,plant,Medium,13,45,NULL,unaligned,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
quasit,https://www.aidedd.org/dnd/monstres.php?vo=quasit,1,"fiend (demon, shapechanger)",Tiny,13,7,NULL,chaotic evil,NULL,Monster Manual (SRD),5.0,17.0,10.0,7.0,10.0,10.0
quetzalcoatlus,https://www.aidedd.org/dnd/monstres.php?vo=quetzalcoatlus,2,beast,Huge,13,30,fly,unaligned,NULL,Volo's Guide to Monsters,15.0,13.0,13.0,2.0,10.0,5.0
quickling,NULL,1,fey,Tiny,16,10,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
quipper,https://www.aidedd.org/dnd/monstres.php?vo=quipper,0,beast,Tiny,13,1,swim,unaligned,NULL,Monster Manual (SRD),2.0,16.0,9.0,1.0,7.0,2.0
rakshasa,https://www.aidedd.org/dnd/monstres.php?vo=rakshasa,13,fiend,Medium,16,110,NULL,lawful evil,NULL,Monster Manual (SRD),14.0,17.0,18.0,13.0,16.0,20.0
rat,https://www.aidedd.org/dnd/monstres.php?vo=rat,0,beast,Tiny,10,1,NULL,unaligned,NULL,Monster Manual (SRD),2.0,11.0,9.0,2.0,10.0,4.0
raven,https://www.aidedd.org/dnd/monstres.php?vo=raven,0,beast,Tiny,12,1,fly,unaligned,NULL,Monster Manual (SRD),2.0,14.0,8.0,2.0,12.0,6.0
reaper-of-bhaal,NULL,2,humanoid (human),Medium,15,27,NULL,chaotic evil,NULL,Adventures (Descent into Avernus),NULL,NULL,NULL,NULL,NULL,NULL
red-abishai,NULL,19,fiend (devil),Medium,22,255,fly,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
red-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=red-dragon-wyrmling,4,dragon,Medium,17,75,fly,chaotic evil,NULL,Monster Manual (SRD),19.0,10.0,17.0,12.0,11.0,15.0
red-slaad,NULL,5,aberration,Large,14,93,NULL,chaotic neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
redcap,NULL,3,fey,Small,13,45,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
reef-manta-ray,https://www.aidedd.org/dnd/monstres.php?vo=reef-manta-ray,1/2,beast,Large,12,16,swim,unaligned,NULL,Extra (AideDD),13.0,12.0,12.0,1.0,12.0,4.0
reef-shark,https://www.aidedd.org/dnd/monstres.php?vo=reef-shark,1/2,beast,Medium,12,22,swim,unaligned,NULL,Monster Manual (SRD),14.0,13.0,13.0,1.0,10.0,4.0
remorhaz,https://www.aidedd.org/dnd/monstres.php?vo=remorhaz,11,monstrosity,Huge,17,195,NULL,unaligned,NULL,Monster Manual (SRD),24.0,13.0,21.0,4.0,10.0,5.0
retriever,NULL,14,construct,Large,19,210,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
revenant,https://www.aidedd.org/dnd/monstres.php?vo=revenant,5,undead,Medium,13,136,NULL,neutral,NULL,Monster Manual (BR),18.0,14.0,18.0,13.0,16.0,18.0
rhinoceros,https://www.aidedd.org/dnd/monstres.php?vo=rhinoceros,2,beast,Large,11,45,NULL,unaligned,NULL,Monster Manual (SRD),21.0,8.0,15.0,2.0,12.0,6.0
riding-horse,https://www.aidedd.org/dnd/monstres.php?vo=riding-horse,1/4,beast,Large,10,13,NULL,unaligned,NULL,Monster Manual (SRD),16.0,10.0,12.0,2.0,11.0,7.0
roc,https://www.aidedd.org/dnd/monstres.php?vo=roc,11,monstrosity,Gargantuan,15,248,fly,unaligned,NULL,Monster Manual (SRD),28.0,10.0,20.0,3.0,10.0,9.0
roper,https://www.aidedd.org/dnd/monstres.php?vo=roper,5,monstrosity,Large,20,93,NULL,neutral evil,NULL,Monster Manual (SRD),18.0,8.0,17.0,7.0,16.0,6.0
rot-troll,NULL,9,giant,Large,16,138,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
rug-of-smothering,https://www.aidedd.org/dnd/monstres.php?vo=rug-of-smothering,2,construct,Large,12,33,NULL,unaligned,NULL,Monster Manual (SRD),17.0,14.0,10.0,1.0,3.0,1.0
rust-monster,https://www.aidedd.org/dnd/monstres.php?vo=rust-monster,1/2,monstrosity,Medium,14,27,NULL,unaligned,NULL,Monster Manual (SRD),13.0,12.0,13.0,2.0,13.0,6.0
rutterkin,NULL,2,fiend (demon),Medium,12,37,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
saber-toothed-tiger,https://www.aidedd.org/dnd/monstres.php?vo=saber-toothed-tiger,2,beast,Large,12,52,NULL,unaligned,NULL,Monster Manual (SRD),18.0,14.0,15.0,3.0,12.0,8.0
sahuagin,https://www.aidedd.org/dnd/monstres.php?vo=sahuagin,1/2,humanoid (sahuagin),Medium,12,22,swim,lawful evil,NULL,Monster Manual (SRD),13.0,11.0,12.0,12.0,13.0,9.0
sahuagin-baron,NULL,5,humanoid (sahuagin),Large,16,76,swim,lawful evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
sahuagin-priestess,NULL,2,humanoid (sahuagin),Medium,12,33,swim,lawful evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
salamander,https://www.aidedd.org/dnd/monstres.php?vo=salamander,5,elemental,Large,15,90,NULL,neutral evil,NULL,Monster Manual (SRD),18.0,14.0,15.0,11.0,10.0,12.0
satyr,https://www.aidedd.org/dnd/monstres.php?vo=satyr,1/2,fey,Medium,14,31,NULL,chaotic neutral,NULL,Monster Manual (SRD),12.0,16.0,11.0,12.0,10.0,14.0
scarecrow,NULL,1,construct,Medium,11,36,NULL,chaotic evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
scorpion,https://www.aidedd.org/dnd/monstres.php?vo=scorpion,0,beast,Tiny,11,1,NULL,unaligned,NULL,Monster Manual (SRD),2.0,11.0,8.0,1.0,8.0,2.0
scout,https://www.aidedd.org/dnd/monstres.php?vo=scout,1/2,humanoid (any race),Medium,13,16,NULL,any alignment,NULL,Monster Manual (SRD),11.0,14.0,12.0,11.0,13.0,11.0
sea-hag,https://www.aidedd.org/dnd/monstres.php?vo=sea-hag,2,fey,Medium,14,52,swim,chaotic evil,NULL,Monster Manual (SRD),16.0,13.0,16.0,12.0,12.0,13.0
sea-horse,https://www.aidedd.org/dnd/monstres.php?vo=sea-horse,0,beast,Tiny,11,1,swim,unaligned,NULL,Monster Manual (SRD),1.0,12.0,8.0,1.0,10.0,2.0
sea-spawn,NULL,1,humanoid,Medium,11,32,swim,neutral evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
shadow,https://www.aidedd.org/dnd/monstres.php?vo=shadow,1/2,undead,Medium,12,16,NULL,chaotic evil,NULL,Monster Manual (SRD),6.0,14.0,13.0,6.0,10.0,8.0
shadow-dancer,NULL,7,humanoid (elf),Medium,15,71,NULL,neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
shadow-demon,https://www.aidedd.org/dnd/monstres.php?vo=shadow-demon,4,fiend (demon),Medium,13,66,fly,chaotic evil,NULL,Monster Manual (BR),1.0,17.0,12.0,14.0,13.0,14.0
shadow-mastiff,NULL,2,monstrosity,Medium,12,33,NULL,neutral evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
shambling-mound,https://www.aidedd.org/dnd/monstres.php?vo=shambling-mound,5,plant,Large,15,136,swim,unaligned,NULL,Monster Manual (SRD),18.0,8.0,16.0,5.0,10.0,5.0
shield-guardian,https://www.aidedd.org/dnd/monstres.php?vo=shield-guardian,7,construct,Large,17,142,NULL,unaligned,NULL,Monster Manual (SRD),18.0,8.0,18.0,7.0,10.0,3.0
shoosuva,NULL,8,fiend (demon),Large,14,110,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
shrieker,https://www.aidedd.org/dnd/monstres.php?vo=shrieker,0,plant,Medium,5,13,NULL,unaligned,NULL,Monster Manual (SRD),1.0,1.0,10.0,1.0,3.0,1.0
sibriex,https://www.aidedd.org/dnd/monstres.php?vo=sibriex,18,fiend (demon),Huge,19,150,fly,chaotic evil,Legendary,Mordenkainen's Tome of Foes,10.0,3.0,23.0,25.0,24.0,25.0
silver-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=silver-dragon-wyrmling,2,dragon,Medium,17,45,fly,lawful good,NULL,Monster Manual (SRD),19.0,10.0,17.0,12.0,11.0,15.0
skeleton,https://www.aidedd.org/dnd/monstres.php?vo=skeleton,1/4,undead,Medium,13,13,NULL,lawful evil,NULL,Monster Manual (SRD),10.0,14.0,15.0,6.0,8.0,5.0
skulk,NULL,1/2,humanoid,Medium,14,18,NULL,chaotic neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
skull-lasher-of-myrkul,NULL,1,humanoid (human),Medium,12,32,NULL,neutral evil,NULL,Adventures (Descent into Avernus),NULL,NULL,NULL,NULL,NULL,NULL
skull-lord,NULL,15,undead,Medium,18,105,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
slaad-tadpole,NULL,1/8,aberration,Tiny,12,10,NULL,chaotic neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
slithering-tracker,https://www.aidedd.org/dnd/monstres.php?vo=slithering-tracker,3,ooze,Medium,14,32,swim,chaotic evil,NULL,Volo's Guide to Monsters,16.0,19.0,15.0,10.0,14.0,11.0
smoke-mephit,https://www.aidedd.org/dnd/monstres.php?vo=smoke-mephit,1/4,elemental,Small,12,22,fly,neutral evil,NULL,Monster Manual (SRD),6.0,14.0,12.0,10.0,10.0,11.0
solar,https://www.aidedd.org/dnd/monstres.php?vo=solar,21,celestial,Large,21,243,fly,lawful good,Legendary,Monster Manual (SRD),26.0,22.0,26.0,25.0,25.0,30.0
soul-monger,NULL,11,humanoid (elf),Medium,15,123,NULL,neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
spawn-of-kyuss,NULL,5,undead,Medium,10,76,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
spectator,https://www.aidedd.org/dnd/monstres.php?vo=spectator,3,aberration,Medium,14,39,fly,lawful neutral,NULL,Monster Manual,8.0,14.0,14.0,13.0,14.0,11.0
specter,https://www.aidedd.org/dnd/monstres.php?vo=specter,1,undead,Medium,12,22,fly,chaotic evil,NULL,Monster Manual (SRD),1.0,14.0,11.0,10.0,10.0,11.0
spellcaster-healer-lvl-1,NULL,0,humanoid (any race),Medium,12,9,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
spellcaster-healer-lvl-2,NULL,0,humanoid (any race),Medium,12,13,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
spellcaster-healer-lvl-3,NULL,0,humanoid (any race),Medium,12,18,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
spellcaster-healer-lvl-4,NULL,0,humanoid (any race),Medium,12,22,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
spellcaster-healer-lvl-5,NULL,0,humanoid (any race),Medium,12,27,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
spellcaster-healer-lvl-6,NULL,0,humanoid (any race),Medium,12,31,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
spellcaster-mage-lvl-1,NULL,0,humanoid (any race),Medium,12,9,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
spellcaster-mage-lvl-2,NULL,0,humanoid (any race),Medium,12,13,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
spellcaster-mage-lvl-3,NULL,0,humanoid (any race),Medium,12,18,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
spellcaster-mage-lvl-4,NULL,0,humanoid (any race),Medium,12,22,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
spellcaster-mage-lvl-5,NULL,0,humanoid (any race),Medium,12,27,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
spellcaster-mage-lvl-6,NULL,0,humanoid (any race),Medium,12,31,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
spider,https://www.aidedd.org/dnd/monstres.php?vo=spider,0,beast,Tiny,12,1,NULL,unaligned,NULL,Monster Manual (SRD),2.0,14.0,8.0,1.0,10.0,2.0
spined-devil,NULL,2,fiend (devil),Small,13,22,fly,lawful evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
spirit-naga,https://www.aidedd.org/dnd/monstres.php?vo=spirit-naga,8,monstrosity,Large,15,75,NULL,chaotic evil,NULL,Monster Manual (SRD),18.0,17.0,14.0,16.0,15.0,16.0
spirit-troll,NULL,11,giant,Large,17,97,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
spring-eladrin,NULL,10,fey (elf),Medium,19,127,NULL,chaotic neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
sprite,https://www.aidedd.org/dnd/monstres.php?vo=sprite,1/4,fey,Tiny,15,2,fly,neutral good,NULL,Monster Manual (SRD),3.0,18.0,10.0,14.0,13.0,11.0
spy,https://www.aidedd.org/dnd/monstres.php?vo=spy,1,humanoid (any race),Medium,12,27,NULL,any alignment,NULL,Monster Manual (SRD),10.0,15.0,10.0,12.0,14.0,16.0
star-spawn-grue,NULL,1/4,aberration,Small,11,17,NULL,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
star-spawn-hulk,NULL,10,aberration,Large,16,136,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
star-spawn-larva-mage,NULL,16,aberration,Medium,16,168,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
star-spawn-mangler,NULL,5,aberration,Medium,14,71,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
star-spawn-seer,NULL,13,aberration,Medium,17,153,NULL,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
steam-mephit,https://www.aidedd.org/dnd/monstres.php?vo=steam-mephit,1/4,elemental,Small,10,21,fly,neutral evil,NULL,Monster Manual (SRD),5.0,11.0,10.0,11.0,10.0,12.0
steel-predator,NULL,16,construct,Large,20,207,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
stegosaurus,NULL,4,beast,Huge,13,76,NULL,unaligned,NULL,Adventures (Tomb of Annihilation),NULL,NULL,NULL,NULL,NULL,NULL
stirge,https://www.aidedd.org/dnd/monstres.php?vo=stirge,1/8,beast,Tiny,14,2,fly,unaligned,NULL,Monster Manual (SRD),4.0,16.0,11.0,2.0,8.0,6.0
