movie_title;release_date;duration_minutes;genre;director;cast;language;country_of_origin;rating;box_office_revenue;currency
Diana Vreeland: The Eye Has to Travel;11/13/1951;83;Drama;Channa Coch;Hi Weldrick;Japanese;South Korea;G;230151894;Won
Sherlock Holmes: A Game of Shadows;12/26/1932;236;Action;Joana Andrez;Louis Surman;Montenegrin;Sweden;NC-17;328200574;Krona
Spy Kids: All the Time in the World in 4D;04.12.1926;171;Sci-Fi;Leeland Slemmonds;Renato Shillaker;Chinese;France;R;149821644;Euro
Disneyland Dream;12.02.1944;208;Horror;Lincoln Steanyng;Aura Barhams;Dutch;China;R;922970890;Yuan Renminbi
Green Years, The;3/13/1924;229;Horror;Gena McFeat;Ardisj Joseph;Tetum;Mongolia;NC-17;532322469;Tugrik
Orphanage, The (Orfanato, El);4/13/1930;168;Action;Nichols Mocquer;Jaime Di Dello;German;Nigeria;NC-17;197652133;Naira
Marriage Retreat;8/19/1918;217;Comedy;Chloette Frentz;Karyl Winward;French;Antigua and Barbuda;R;688583690;Dollar
Weekend;12.01.1902;143;Thriller;Felice Stansfield;Lancelot Rego;Tamil;Poland;NC-17;989001792;Zloty
Beyond the Law (Lain ulkopuolella);06.02.2020;131;Sci-Fi;Susann Sygrove;Bellanca Dury;Finnish;Spain;G;435683805;Euro
Secrets of the Heart (Secretos del Corazón);3/24/1967;178;Romance;Valera Hadleigh;Barrie Fantin;Malagasy;Democratic Republic of the Congo;NC-17;535752382;Franc
Welcome to Woop-Woop;1/31/2015;240;Drama;Patrizius Pember;Lane Naerup;Finnish;Angola;R;998976862;Kwanza
Dames;8/22/1952;107;Sci-Fi;Rea Walas;La verne Fazzioli;Tajik;Mali;R;568594821;Franc
Replicant;09.08.2000;135;Romance;Noelani Ricks;Jannelle Seamen;Swedish;China;NC-17;20714473;Yuan Renminbi
Lost Thing, The;7/27/1993;206;Comedy;Timothy Golston;Lindsy Olenchikov;Macedonian;China;R;839085860;Yuan Renminbi
Lovers and Lollipops;7/22/1918;136;Drama;Audra Glayzer;Reine Goacher;Tajik;Argentina;PG-13;847580339;Peso
Loose Change: Second Edition;2/27/2016;214;Comedy;Bunni Sambrok;Kendricks Pogue;Tok Pisin;Indonesia;PG;519406339;Rupiah
Jeffrey;05.03.1993;226;Thriller;Pooh Raulstone;Worthy Kedwell;Burmese;Russia;NC-17;915587941;Ruble
Vizontele Tuuba;03.07.1942;239;Action;Drona Rubra;Mahmoud Watling;Hindi;Indonesia;PG;182871139;Rupiah
The Joy of Living;12.09.2008;214;Romance;Wilma Pickerin;Padraic O' Clovan;Northern Sotho;Peru;R;337694421;Sol
Two Drifters (Odete);02.06.1935;154;Action;Felice Saffran;Marcel Edmands;Marathi;Argentina;NC-17;398857253;Peso
Separate Tables;7/26/1900;176;Drama;Carline Danilyak;Fiorenze Niese;Guaraní;Malaysia;G;985894082;Ringgit
Mysterious X, The (Sealed Orders) (Det hemmelighedsfulde X);09.09.1983;103;Sci-Fi;Shelbi Yashanov;Petronella Alfonsini;Mongolian;China;PG;457726550;Yuan Renminbi
Home;7/28/1936;102;Romance;Darcy Smooth;Tandie Gyngell;Haitian Creole;Indonesia;PG-13;115437754;Rupiah
Treasure of the Sierra Madre, The;7/30/1988;107;Comedy;Moishe Hilhouse;Cecelia Faragan;Dutch;China;PG;895312459;Yuan Renminbi
Free Willy 3: The Rescue;5/14/1949;99;Drama;Anette Gowdy;Edvard Layhe;English;Nigeria;PG-13;77873808;Naira
Eye of the Devil;06.11.1992;65;Action;Sherill Swadlinge;Ailsun Bridgeland;Chinese;Cuba;NC-17;729928099;Peso
Superstar Goofy;12/26/1982;128;Romance;Meghann Faraker;Lethia Sherwyn;Haitian Creole;Sweden;PG;406642141;Krona
Hi-Yo Silver;1/30/2000;129;Horror;Sherrie Gaitung;Harcourt Pettiford;Marathi;China;G;372377018;Yuan Renminbi
Uncovered;10.12.1906;69;Sci-Fi;Gipsy Raysdale;Madella Byre;Tetum;China;PG;369020120;Yuan Renminbi
New York, I Love You;10.01.1901;219;Comedy;Giraldo Pearl;Jacquelyn Ludvigsen;Tajik;China;PG-13;931424289;
Gunnin' for That #1 Spot;05.03.1925;177;Action;Jamil Baglan;Osmund Kettridge;Dutch;Indonesia;G;153937995;Rupiah
In Old California;07.11.1953;206;Sci-Fi;Celestyna Weafer;Stephanus Jephson;Bengali;Yemen;R;939206458;Rial
Wild Rovers;07.12.1946;229;Sci-Fi;Les Verrills;Darrel O'Connolly;Tsonga;Canada;PG;980935664;Dollar
Goodbye World;1/23/2006;157;Sci-Fi;Dukie Ruskin;Lee Ardern;Romanian;Armenia;G;921140647;Dram
Flicker;10.06.2021;213;Thriller;Collete Balsillie;Gretna Ramshaw;Indonesian;Philippines;NC-17;631183497;Peso
Drowning Pool, The;03.08.1974;204;Drama;Cinnamon Barsam;Sullivan McWhannel;Kashmiri;Russia;PG;592756013;Ruble
Collateral;12/27/1914;214;Thriller;Wrennie Bolver;Lara Kem;Macedonian;Sweden;G;421458341;Krona
Arrapaho;12.10.1922;122;Romance;Germain Nuttall;Arel Mitro;Malay;France;R;795355335;Euro
Beverly Hills Cop;01.09.1983;206;Horror;Clem Aylmer;Cherlyn Neaves;Afrikaans;Russia;R;819848327;Ruble
Vodka, Mr. Palmu (Vodkaa, komisario Palmu);3/26/1902;99;Comedy;Daria Gownge;Midge Bonny;Romanian;Indonesia;G;845077777;Rupiah
St Trinian's 2: The Legend of Fritton's Gold;02.03.1995;153;Sci-Fi;Tamarah Kubecka;Ainslie Henrichs;Latvian;Russia;PG-13;133921592;Ruble
Gorilla, The;12/30/1919;201;Sci-Fi;Janos Biesterfeld;Glori Idel;New Zealand Sign Language;Colombia;PG;84496742;Peso
Mrs. Palfrey at the Claremont;9/14/2001;189;Action;Cookie Holtaway;Dyan Byrde;Mongolian;Nigeria;NC-17;33695976;Naira
Rånarna;1/31/1979;85;Action;Becki Hanrott;Catie Merioth;Greek;China;PG;653012550;Yuan Renminbi
Rush;02.12.1917;161;Horror;Gerty Renahan;Zed Charlot;Afrikaans;Sweden;PG-13;779217340;Krona
Brannigan;10.01.1951;196;Sci-Fi;Chevy Oulner;Martha Excell;Tajik;Indonesia;PG;533225275;Rupiah
How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père);08.01.1995;163;Romance;Stephana Willgoss;Marty Portwain;Malayalam;Sweden;PG-13;501887120;Krona
Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran);11/13/1956;95;Action;Jordan Blackley;Duncan Elleton;Haitian Creole;China;PG-13;712205888;Yuan Renminbi
Terror's Advocate (Avocat de la terreur, L');10/30/1967;102;Comedy;Rena Caps;Xenia Pippard;Bulgarian;Philippines;NC-17;636401714;Peso
American Rhapsody, An;2/16/2000;218;Comedy;Charleen Marin;Jody Faichnie;Northern Sotho;Philippines;PG-13;44082949;Peso
Bikini Summer II;11.01.1909;212;Drama;Con Anstiss;Carmelle Danilovich;Arabic;Russia;G;271901918;Ruble
Something Wild;01.12.1902;208;Comedy;Mari Hallowes;Stinky Berrecloth;Finnish;China;PG-13;51329014;Yuan Renminbi
Atomic Cafe, The;6/19/1942;60;Romance;Lulita Herrero;Stephine Roscamps;Papiamento;Senegal;PG;22298263;Franc
Hercules;1/21/1919;76;Thriller;Bobby Portsmouth;Kaine Burrell;Papiamento;Russia;G;671484591;Ruble
Red Firecracker, Green Firecracker (Pao Da Shuang Deng);2/19/1983;203;Action;Roy Darrigone;Vallie Coltan;Bengali;Ethiopia;G;197789272;Birr
Rise of the Footsoldier;08.05.1956;194;Comedy;Brittani Waterhous;Tyne Rosita;Bengali;Portugal;PG;395101766;Euro
Going the Distance;04.10.2009;217;Action;Ingrim Ricoald;Roxy Hallums;Swati;United States;NC-17;173410915;Dollar
Men Without Women;1/26/1999;93;Drama;Lloyd Reddish;Barnebas Minchinden;Bengali;France;R;850867568;Euro
Easy;7/14/2021;197;Thriller;Jay Banbrook;Ashlin Edowes;Tajik;Haiti;NC-17;624623735;Gourde
Golden Christmas, A;8/13/2010;106;Sci-Fi;Correna O' Borne;Torey Gullis;Marathi;France;G;204955061;Euro
David Cross: Bigger & Blackerer;6/24/2007;161;Thriller;Delaney Satyford;Bernardina Abrashkin;Belarusian;Panama;NC-17;946601624;Balboa
Great Flamarion, The;8/28/1938;135;Sci-Fi;Tiffi Maryman;Felicle Proppers;Croatian;Poland;R;766328930;Zloty
Devil Girl From Mars;12.12.1986;61;Drama;Bird Vincent;Auria Smithers;Bulgarian;Russia;G;631079858;Ruble
Hope Springs;11/27/1965;208;Sci-Fi;Windy Skerman;Jimmy Chazelle;Portuguese;Ghana;NC-17;382488503;Cedi
Scanners;12/21/1974;113;Drama;Itch Dobrovolski;Padgett Tuckie;Lao;China;G;446220125;Yuan Renminbi
Austin Powers: The Spy Who Shagged Me;02.12.1913;222;Sci-Fi;Shurlock Lermouth;Pincas Guitel;Sotho;China;PG-13;63752717;Yuan Renminbi
Last Call, The (Tercera Llamada);10.12.1915;160;Horror;Rollins Joannic;Pedro Saffell;Telugu;China;NC-17;183958043;Yuan Renminbi
Futurama: The Beast with a Billion Backs;08.11.1939;97;Action;Titos Burchell;Nigel Keyson;Khmer;France;R;457085313;Euro
Wrong Cops;3/19/2007;228;Drama;Lilllie Knappitt;Adeline Wivell;Thai;China;PG;153411628;Yuan Renminbi
Tulsa;3/30/1917;65;Sci-Fi;Nat Goldsbury;Elisabetta Swalwell;French;Poland;R;637707446;Zloty
Samson & Sally;1/17/1935;204;Drama;Bob Bernocchi;Gaylene Blackbourn;Haitian Creole;Japan;PG;518092224;Yen
Tell No One (Ne le dis à personne);6/21/1922;235;Romance;Alison McVicker;Orelia Fullegar;Swati;Indonesia;G;889734802;Rupiah
Foreign Land (Terra Estrangeira);7/17/1905;64;Action;Tuck Eisikowitch;Ricca Hallifax;Mongolian;Colombia;PG;158162038;Peso
Norte, the End of History;12.07.1992;117;Horror;Ingeberg Beagles;Tilda Mattinson;Burmese;Portugal;R;59848266;Euro
Voodoo Tiger;7/19/1964;127;Horror;Clemmy Tollit;Vern Richten;Montenegrin;Indonesia;G;64828330;Rupiah
Canyon Passage;7/19/1957;146;Sci-Fi;Tamera Bisseker;Hobey Coupland;Irish Gaelic;Ukraine;PG-13;564157280;Hryvnia
Women in Trouble;3/24/1955;69;Thriller;Tony Massie;Dory MacCorkell;Tamil;China;G;588046380;Yuan Renminbi
Pirates of Silicon Valley;1/19/1987;127;Drama;Thatch Beringer;Star Gyrgorwicx;Tok Pisin;Ivory Coast;PG;260773234;Franc
Music of the Heart;4/16/2005;187;Horror;Mindy Comins;Gerardo Hathaway;Burmese;Philippines;R;570508745;Peso
Gangs of Wasseypur;5/13/1997;157;Action;Benetta Greenfield;Merill Gatling;Malayalam;Philippines;NC-17;548977702;Peso
36 Crazy Fists (San shi liu mi xing quan);10.08.1970;126;Thriller;Marlowe Mitrikhin;Julina Adrienne;Kurdish;China;PG-13;735559088;Yuan Renminbi
New York Ripper, The (Squartatore di New York, Lo);12/27/1994;107;Comedy;Allys Newnham;Othilie Dymock;Latvian;Mexico;PG-13;47168831;Peso
As If I Didn't Exist (Elina - Som om jag inte fanns);7/29/1939;178;Comedy;Rhodia Bedbury;Karil Burnett;Lithuanian;China;R;384639568;Yuan Renminbi
Ditirambo;4/26/1963;131;Romance;Tucker Plumley;Garwin Townes;Malay;Mongolia;G;588699584;Tugrik
Project A ('A' gai waak);7/26/1952;89;Sci-Fi;Quintana Jeaves;Alwyn Okenden;Yiddish;Mexico;NC-17;591066656;Peso
Charlie Chan's Chance;12/23/1958;240;Horror;Elvina Lomasny;Garrard Izsak;Quechua;Canada;G;225845479;Dollar
Lianna;04.12.1981;140;Thriller;Candida Eckford;Crystal Meeks;Northern Sotho;Portugal;PG-13;867360307;Euro
Ghidorah, the Three-Headed Monster (San daikaijû: Chikyû saidai no kessen);5/14/1962;152;Romance;Art Gartery;Fey Evitt;Gagauz;Russia;PG;674950573;Ruble
Island, The;8/21/1919;233;Comedy;Nissie Linnitt;Dame Spinage;New Zealand Sign Language;Malaysia;PG;13286536;Ringgit
Hits;6/20/1926;156;Comedy;Budd Graham;Mikel Gale;Hebrew;Sweden;R;655169937;Krona
Thampu;10/18/1927;174;Romance;Raphael Luckey;Kaja Tammadge;Telugu;Czech Republic;NC-17;673058038;Koruna
Sex and Zen (Rou pu Tuan zhi tou Qing bao Jian);10/31/1990;162;Action;Ches Dussy;Letisha Sissot;Haitian Creole;Argentina;R;643745216;Peso
I Now Pronounce You Chuck and Larry;04.12.1998;146;Action;Winfield Colleck;Winona Simcock;Maltese;Indonesia;NC-17;288495629;Rupiah
Copenhagen;11/22/1996;105;Thriller;Kari Catling;Karylin Crossland;German;Colombia;G;330987855;Peso
10th Judicial Court: Judicial Hearings, The (10e chambre - Instants d'audience);3/30/1959;202;Action;Stephen Abbis;Atalanta Corbin;Moldovan;China;G;670595461;Yuan Renminbi
Any Given Sunday;12.12.1920;101;Drama;Elly Henrichsen;Nelia Castellone;Filipino;Jordan;PG;335982561;Dinar
Montenegro;5/19/1902;138;Drama;Chadd Hackworth;Beitris Sweetzer;Albanian;Palestinian Territory;NC-17;397934361;Shekel
Kandahar (Safar e Ghandehar);05.04.1958;227;Sci-Fi;Kassi Pollicatt;Elga Instrell;Dhivehi;Norway;PG-13;716758037;Krone
Batman: Mystery of the Batwoman;12/25/1999;222;Sci-Fi;Montgomery Dollimore;Waldo MacDunleavy;Dutch;Costa Rica;G;323602110;Colon
Art of the Steal, The;12/26/1970;215;Action;Kayne Boole;Wilek Matthias;Dzongkha;Philippines;NC-17;763303278;Peso
Bear with Me;5/24/1989;237;Thriller;Gabriellia Gomby;Kelwin Bellworthy;Pashto;China;R;703777335;Yuan Renminbi
Buried Alive II;12/31/1951;62;Comedy;Tawnya Demonge;Yehudit Cudbird;Guaraní;Maldives;PG;463573016;Rufiyaa
Blind Beast (Môjuu);5/22/2021;61;Horror;Star Beardmore;Dennet Sellers;Dhivehi;Indonesia;NC-17;34015219;Rupiah
Barabbas;07.08.2011;232;Sci-Fi;Kiley Taffee;Benton Blore;Chinese;Vietnam;PG;304851212;Dong
Thaw, The;03.06.1978;83;Comedy;Carmella Pesselt;Dorian Brennan;Papiamento;Indonesia;R;784690865;Rupiah
12 O'Clock Boys;02.03.1917;151;Sci-Fi;Kial Matas;Jaine Byard;Spanish;Indonesia;PG;20480125;Rupiah
Silver Linings Playbook;10.12.1927;73;Thriller;Bertrando Hakeworth;Alain Grundy;Kazakh;Japan;G;206255700;Yen
Hangmen Also Die;05.03.1974;122;Comedy;Dulcine Laffan;Wallas Olkowicz;Tajik;China;R;108684220;Yuan Renminbi
El tren de la memoria;2/17/1978;139;Drama;Ogdan Jozwiak;Ogden Fidock;Malay;Russia;R;915923804;Ruble
Chasing Sleep;9/18/1990;127;Horror;Ricard Anglim;Tan Roubeix;Arabic;Brazil;PG-13;130902196;Real
Dots;10/16/2003;239;Action;Ogden O'Lagene;Romonda Doody;Malayalam;France;NC-17;237496139;Euro
Two Men Went to War;11.08.1923;221;Horror;Estel Blakely;Philippine Lorence;Romanian;Japan;G;789345935;Yen
Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu);09.01.1915;91;Romance;Hetti Lang;Morgun Calcut;Moldovan;France;NC-17;791501630;Euro
Comedy, The;07.10.1959;233;Romance;Emmeline Wackett;Lanita Collaton;Hiri Motu;Canada;PG-13;431970014;Dollar
The Apocalypse;5/28/1903;184;Horror;Dasi Velti;Ludwig Brunelli;Tsonga;Brazil;G;472248517;Real
Five Star Final;1/31/1968;90;Sci-Fi;Care Godbehere;Annabella Revance;Polish;Philippines;PG;35748574;Peso
Brown Bunny, The;7/15/1955;155;Drama;Janifer Gorman;Abby Gasperi;Kyrgyz;Canada;PG;297763760;Dollar
Whatever It Takes;06.05.1942;185;Comedy;Berthe McGeorge;Brewer Raftery;Burmese;Indonesia;PG-13;321640442;Rupiah
Take the High Ground!;7/20/1993;175;Romance;Ernestus Morland;Kiel Seleway;Romanian;Russia;PG-13;590098556;
Mischief;03.11.1951;120;Drama;Alva Pepis;Mattie Ledgeway;Amharic;Lebanon;PG-13;187497;Pound
Your Friend the Rat;11/24/2004;138;Action;Gunther Buten;Killian Roscamp;Kurdish;Norway;NC-17;553335527;Krone
Good Morning, Miss Dove;06.10.2012;124;Horror;Marie-jeanne Ludl;Lurette Workes;Indonesian;China;G;513058417;Yuan Renminbi
Blackrock;07.12.1985;198;Sci-Fi;Malina Ridett;Francisco Linstead;Hebrew;Portugal;PG;909165607;Euro
Heat;9/19/2014;238;Action;Nikolia Dearle;Cad Luckings;Arabic;Argentina;R;126001497;Peso
Frank and Ollie;11.02.1913;197;Horror;Dael Toner;Ruperto Blasoni;Polish;Russia;NC-17;251600358;Ruble
Superdad;7/13/1941;177;Comedy;Minnnie Whitmarsh;Marrissa Gonthier;Croatian;China;G;238713993;Yuan Renminbi
Bucket List, The;8/31/1911;91;Action;Warden Gomersall;Calli Antcliff;Finnish;Bangladesh;G;753309700;Taka
Dernier Combat, Le (Last Battle, The);9/23/1983;114;Romance;Pam Thelwll;Adey Frankton;Latvian;Japan;PG-13;303226363;Yen
Our Folks (Sami swoi);12.07.1903;191;Comedy;Skipton Gaul;Willabella Woolager;Malay;Russia;PG;798686800;Ruble
Passenger, The (Professione: reporter);09.05.1949;211;Sci-Fi;Dorthea Breslau;Bevon Kment;Swati;Spain;R;895588405;Euro
Orphans of the Storm;9/20/1906;190;Romance;Anica Lamputt;Teresa Circuitt;Kashmiri;Mexico;PG;677184205;Peso
See This Movie;10.11.1985;180;Horror;Sasha Keningley;Zahara Mellhuish;Croatian;United States;PG;80428490;Dollar
Rude;12/22/1974;205;Comedy;Breena Partener;Ernesta Golledge;Greek;Russia;G;412277868;Ruble
Book of Stars, The;8/28/1949;97;Action;Hoebart Dearlove;Keary Faulkener;Bulgarian;Peru;NC-17;819866767;Sol
Mummy, The;5/21/1965;209;Action;Carolus Derrington;Ardella Footer;Tok Pisin;France;G;575854532;Euro
Claire's Knee (Genou de Claire, Le);09.12.1904;191;Romance;Curt Hearle;Francisco Licquorish;Dari;Japan;R;302936798;Yen
Xtro 2: The Second Encounter;10/29/1960;147;Sci-Fi;Quinlan Pyrton;Huberto Garvagh;Bulgarian;Brazil;PG;627486687;Real
Computer Chess;03.05.1954;142;Thriller;Eula Lille;Rina Northfield;Gagauz;Russia;R;390249129;Ruble
Who Am I (Kein System Ist Sicher);10/20/1975;195;Horror;Halimeda Dow;Allys Speight;Malayalam;France;PG;766068483;Euro
Romantic Englishwoman, The;12.09.1916;161;Horror;Hillary Solon;Lula Feldmark;Ndebele;China;NC-17;803838529;Yuan Renminbi
Grave Halloween;09.07.1941;139;Horror;Bettye Moulson;Jard Brou;Bislama;China;PG-13;183601149;Yuan Renminbi
Wrong Cops;7/31/1931;220;Horror;Suzann Dunsmore;Alanson Boustead;Malayalam;French Polynesia;PG-13;714002309;Franc
Rewrite, The;8/17/1904;145;Action;Phaidra Foster;Tara Skillett;Romanian;Myanmar;G;841672934;Kyat
Captain January;01.07.1908;96;Drama;Hayward Worpole;Sarena Gammage;Kyrgyz;France;NC-17;640473667;Euro
Big Time Operators (Smallest Show on Earth, The);4/13/1956;85;Action;Shawna Grimme;Leila Edgworth;Albanian;Philippines;R;359355584;Peso
Bingo;07.09.1939;145;Comedy;Lynde Pretious;Mendie Staggs;Guaraní;China;PG;130170628;Yuan Renminbi
Immature, The (Immaturi);02.08.1934;138;Thriller;Spense Keble;Sybil Novic;Latvian;Argentina;NC-17;985190201;Peso
Last Legion, The;6/27/1961;119;Thriller;Turner Smellie;Dorie Amis;Hungarian;Costa Rica;PG-13;783168324;Colon
Life as a House;08.10.2005;181;Thriller;Skipper Garnall;Alice Danskine;Quechua;Philippines;NC-17;633554694;Peso
Viridiana;7/31/2005;140;Horror;Tonia Giles;Tait Rolfini;English;Latvia;PG-13;700886776;Euro
Lucia;10/15/2020;92;Sci-Fi;Merle Sharphouse;Alejoa Godsmark;Afrikaans;Ireland;NC-17;539629316;Euro
Hudson Hawk;5/16/2011;130;Romance;Braden Hollyard;Venus McCrann;Moldovan;Croatia;R;539343527;Kuna
Confessor, The (a.k.a. The Good Shepherd);11.03.1922;66;Comedy;Charmane Bubbins;Garwood Francescozzi;Korean;China;R;553432184;Yuan Renminbi
Great Expectations;11.06.1942;197;Sci-Fi;Pansie Saunton;Jerrie Vigers;French;Greece;PG;366935396;Euro
Chronicles of Riddick, The;03.02.2004;148;Horror;Anitra Merring;Reina Beal;Filipino;Japan;G;874732900;Yen
Fear Strikes Out;07.08.1961;87;Action;Arne Ovenell;Dulcinea Iacobetto;Swahili;China;G;990708032;Yuan Renminbi
Mudlark, The;4/28/2005;103;Comedy;Christoffer Chritchley;Timothea Carwithan;Macedonian;Lithuania;NC-17;87534069;Litas
Knockout;7/29/1992;130;Romance;Godfrey Suttell;Morty Ventam;Chinese;Indonesia;NC-17;705540597;Rupiah
Shark Night 3D;12.11.2002;62;Thriller;Deeyn Ramel;Lenette Bransgrove;Aymara;Greece;PG;593287007;Euro
Duelist (Hyeongsa);6/26/1923;99;Sci-Fi;Heddie Haliday;Randee Gaunter;Latvian;Russia;G;428720295;Ruble
Love Stinks;5/31/1972;149;Action;Moria Buggy;Woody Test;Tsonga;Japan;R;488311432;Yen
Kwik Stop;4/21/1920;104;Action;Deina Postians;Merilyn Barkly;Tswana;Nigeria;G;771776398;Naira
Attack the Block;1/25/2012;144;Comedy;Feliks Hothersall;Verile Keward;Kannada;Sweden;PG-13;825603605;Krona
Riot in Cell Block 11;02.06.2021;207;Romance;Melisande Joron;Phillip Kaufman;Albanian;Nigeria;NC-17;454845711;Naira
Crime of Father Amaro, The (Crimen del padre Amaro, El);08.05.1926;121;Sci-Fi;Brigham Wasbrough;Jacquenette Syer;Zulu;Tunisia;PG;134943789;Dinar
I Am Love (Io sono l'amore);02.01.2003;138;Romance;Vassili Darnbrook;Olimpia Montilla;Tajik;Tanzania;R;830702190;Shilling
Business as Usual;12/18/1907;130;Sci-Fi;Shelly Clift;Abra Macartney;Croatian;Palestinian Territory;R;35040107;Shekel
His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le);9/24/2014;143;Action;Doreen Bertin;Farand Kubik;Croatian;Netherlands;PG;537391183;Euro
Fata Morgana;12/29/2007;96;Horror;Riki Fiske;Carleen Foulds;Luxembourgish;China;PG-13;165525944;Yuan Renminbi
Film with Me in It, A;03.10.1919;118;Thriller;Leroi Deetch;Fifi Colbran;Afrikaans;Poland;PG;188443883;Zloty
And the Ship Sails On (E la nave va);6/14/1940;219;Horror;Krystalle Simpkin;Tabb Sillis;Korean;Ukraine;PG;639735265;Hryvnia
Thank You for Smoking;10.06.1940;141;Horror;Baxie Barkaway;Kath Fontel;Northern Sotho;China;PG-13;369880700;Yuan Renminbi
Sacrifice (Zhao shi gu er);9/28/1936;90;Thriller;Rance Custy;Marcellina Provost;Finnish;Guatemala;NC-17;496624691;Quetzal
Bugs Bunny / Road Runner Movie, The (a.k.a. The Great American Chase);8/26/1958;114;Comedy;Nancy Biermatowicz;Jill Saines;Persian;Vietnam;PG;629220819;Dong
Lonely Man, The;6/19/2014;118;Sci-Fi;Dorolisa Crunkhurn;Trueman Kershaw;Oriya;France;PG;883217833;Euro
Bubble;01.06.1979;181;Romance;Idalia Stammers;Hesther Dearlove;Catalan;United States;PG;116494800;Dollar
The Hearse;01.09.1922;144;Thriller;Danella Gerding;Sibby Blatherwick;Kurdish;Portugal;PG-13;758873999;Euro
13;5/21/1983;94;Action;Doralynne Garfirth;Dasya Village;Bulgarian;Thailand;G;321501068;Baht
The Hearse;12.08.1979;236;Romance;Crin Kryzhov;Bartholemy Deville;Māori;South Africa;R;78390177;Rand
Buddy Holly Story, The;2/26/1961;69;Sci-Fi;Myrle Clausen-Thue;Friedrick Gabbatiss;Portuguese;Poland;PG-13;727534617;Zloty
Last Hurrah for Chivalry (Hao xia);4/25/2014;233;Comedy;Tammy Fletcher;Tally Heber;Bislama;Mexico;R;979171693;Peso
Brain Donors;3/18/1949;227;Thriller;Ricard Jewell;Marlie Gilluley;Ndebele;Indonesia;G;986283973;Rupiah
Captain America: The Winter Soldier;09.09.1970;226;Comedy;Nikolos Clowes;Louisette Merryfield;Spanish;Russia;PG;693703991;Ruble
Tribute to a Bad Man;05.04.1979;224;Thriller;Noami Espinet;Dehlia Amis;Sotho;Ukraine;NC-17;460543384;Hryvnia
Shiner;06.07.1982;226;Sci-Fi;Brett Rummery;Onfroi Mainds;Māori;China;NC-17;564020386;Yuan Renminbi
Bill Maher: Victory Begins at Home;03.04.1921;66;Thriller;Eulalie Oury;Gwenore Meaddowcroft;Czech;Philippines;R;966515287;Peso
Gentlemen of Fortune (Dzhentlmeny udachi);4/27/2022;64;Thriller;Inness Yelland;Maddy Reavey;Catalan;Philippines;PG-13;198328925;Peso
Heaven Knows, Mr. Allison;4/27/1981;153;Drama;Denney Cobbe;Jervis Seston;Pashto;Indonesia;PG;936299023;Rupiah
Play Time (a.k.a. Playtime);12/15/1956;66;Comedy;Lory Carlyon;Cullin Porson;Arabic;China;PG-13;23261037;Yuan Renminbi
Moog;05.06.1952;120;Thriller;Duffie O'Doherty;Kaela Kryszka;Maltese;China;PG-13;180627487;Yuan Renminbi
24 Hour Party People;4/28/1956;127;Horror;Jodie Burker;Dallas Prover;Swati;Palestinian Territory;PG;655048930;Shekel
Male Domination;6/29/1907;213;Romance;Joletta Pembry;Francklyn Kirkup;Kurdish;France;NC-17;185920930;Euro
Crossroads;09.11.1917;164;Drama;Riobard Ridger;Sonny Altoft;Armenian;Philippines;G;681185191;Peso
Crime Spree;11.06.1945;234;Thriller;Hayley Stutter;Nikolia Gadman;Papiamento;Philippines;R;35518372;Peso
Oxygen;10/25/2005;182;Sci-Fi;Gratiana Gallatly;Vilma Newman;Croatian;Colombia;PG-13;646392917;Peso
Shadows (Cienie);3/15/1901;110;Comedy;Jeralee Cohan;Lidia Potticary;Malagasy;Greece;NC-17;293164529;Euro
Conclave, The;12.12.2001;159;Romance;Jenelle Clymer;Costanza McEachern;Marathi;Philippines;NC-17;229775079;Peso
Elvis;03.11.1910;208;Drama;Devinne Baglan;Innis McKinnon;Armenian;Paraguay;R;463428868;Guarani
Shape of Things, The;1/13/1978;208;Romance;Seward Wyer;Crista Attoc;Danish;Argentina;PG;896028679;Peso
Cheaper by the Dozen 2;07.10.2006;117;Horror;Sheilakathryn Berr;Law Swindell;Romanian;Sweden;R;952662751;Krona
Morning Glory;8/24/2008;157;Drama;Sher Fechnie;Carmelita Fulun;Gagauz;China;PG;737955667;Yuan Renminbi
Not Forgotten;11/13/2014;175;Romance;Olenolin Paulsen;Patrice Thick;Fijian;Indonesia;PG;14892634;Rupiah
I Now Pronounce You Chuck and Larry;2/24/1903;191;Drama;Sherri McGinny;Rois Dohr;Dzongkha;Sweden;NC-17;622509406;Krona
Dirty Harry;03.05.2002;126;Thriller;Shaun Pfiffer;Arney Scourfield;Azeri;China;PG;419991391;Yuan Renminbi
Keeper of the Flame;9/29/1929;81;Sci-Fi;Margarethe Bennike;Bentley Bonds;Georgian;Brazil;R;279710509;Real
Smilin' Through;6/17/2016;72;Thriller;Westbrooke Nutman;Morey Halleday;Bengali;Poland;R;528021605;Zloty
Pigs and Battleships (Hogs and Warships) (The Flesh Is Hot) (Buta to gunkan);6/27/1940;222;Action;Priscella Weedall;Gunter Folland;Kannada;Peru;PG-13;197516137;Sol
Funny Face;6/23/2016;191;Thriller;Nevil Guerriero;Berni Bigby;Azeri;United States;NC-17;724204095;Dollar
