dog_name=|=dog_breed=|=event_datetime=|=active=|=gender=|=sales=|=foodname=|=brand
Arctic fox=|=Rottweiler=|=2023-01-08T19:48:01Z=|=true=|=Female=|=534=|=Lamb - Bones=|=Xen
Sage hen=|=Beagle=|=2022-07-28T14:57:09Z=|=false=|=Male=|=474=|=Scallops - U - 10=|=Witold's and Jerzy's
Brown pelican=|=Poodle=|=2022-12-09T23:41:55Z=|=false=|=Male=|=840=|=Seedlings - Mix, Organic=|=Kumciaczkos
Lechwe, kafue flats=|=Dachshund=|=2023-05-16T06:31:58Z=|=false=|=Female=|=1374=|=Icecream - Dibs=|=Kumciaczkos
Heron, green=|=Labrador Retriever=|=2022-10-31T09:35:15Z=|=false=|=Female=|=487=|=Sour Puss - Tangerine=|=Kloburg
Flamingo, greater=|=Labrador Retriever=|=2023-01-29T14:17:07Z=|=true=|=Agender=|=1359=|=Salmon - Atlantic, Skin On=|=Holoubek Corp
Pigeon, feral rock=|=Dachshund=|=2020-11-11T22:52:03Z=|=false=|=Non-binary=|=1559=|=Pasta - Cappellini, Dry=|=Miautex
Heron, giant=|=Bulldog=|=2022-01-02T10:02:21Z=|=true=|=Male=|=1891=|=Cherries - Bing, Canned=|=Holoubek Corp
Canada goose=|=Boxer=|=2020-04-29T16:54:14Z=|=false=|=Female=|=977=|=Soup - Clam Chowder, Dry Mix=|=Miautex
European shelduck=|=Beagle=|=2022-10-21T09:14:12Z=|=false=|=Female=|=1490=|=Mix - Cocktail Strawberry Daiquiri=|=Miautex
Otter, canadian river=|=Bulldog=|=2020-10-07T18:53:45Z=|=true=|=Male=|=1544=|=Foam Cup 6 Oz=|=Kumciaczkos
Civet, small-toothed palm=|=Siberian Husky=|=2020-10-22T06:18:03Z=|=true=|=Female=|=1202=|=Longos - Grilled Chicken With=|=Witold's and Jerzy's
Bottle-nose dolphin=|=Rottweiler=|=2020-09-07T23:04:56Z=|=false=|=Female=|=184=|=Puree - Mango=|=Kumciaczkos
Bustard, kori=|=German Shepherd=|=2021-05-13T08:42:06Z=|=false=|=Female=|=427=|=Bread - Rosemary Focaccia=|=Xen
Squirrel glider=|=Bulldog=|=2021-06-10T05:04:19Z=|=true=|=Male=|=946=|=Venison - Liver=|=Miautex
Oryx, beisa=|=Dachshund=|=2023-03-19T01:21:23Z=|=true=|=Female=|=917=|=Turkey - Breast, Double=|=Kumciaczkos
Gull, southern black-backed=|=Rottweiler=|=2023-04-26T20:12:53Z=|=false=|=Male=|=415=|=Mix - Cocktail Ice Cream=|=Holoubek Corp
Otter, african clawless=|=German Shepherd=|=2022-10-27T04:54:53Z=|=false=|=Female=|=1701=|=Clam Nectar=|=Sznippers
Heron, little=|=Bulldog=|=2022-06-04T08:54:56Z=|=false=|=Male=|=1881=|=Lentils - Green Le Puy=|=Kumciaczkos
Rhea, greater=|=Golden Retriever=|=2023-03-19T21:35:00Z=|=true=|=Male=|=1951=|=Jam - Apricot=|=Kumciaczkos
Ibis, puna=|=Boxer=|=2020-04-19T09:09:00Z=|=true=|=Female=|=1011=|=Veal - Nuckle=|=Xen
Bottle-nose dolphin=|=Dachshund=|=2020-04-22T13:37:06Z=|=true=|=Female=|=722=|=Skirt - 29 Foot=|=Holoubek Corp
Hoopoe, eurasian=|=Beagle=|=2023-04-21T03:31:04Z=|=false=|=Male=|=1381=|=Beer - Fruli=|=Kumciaczkos
Deer, black-tailed=|=Golden Retriever=|=2021-09-26T03:15:17Z=|=false=|=Male=|=332=|=Cheese - Cheddar, Mild=|=Kumciaczkos
Blackish oystercatcher=|=Beagle=|=2020-05-03T19:05:29Z=|=false=|=Male=|=692=|=Cheese - Comtomme=|=Miautex
Anteater, giant=|=Beagle=|=2021-04-11T00:57:15Z=|=true=|=Genderfluid=|=411=|=Mousse - Passion Fruit=|=Xen
Stork, white=|=Rottweiler=|=2020-11-27T13:58:17Z=|=false=|=Female=|=1656=|=Fruit Salad Deluxe=|=Sznippers
Starling, greater blue-eared=|=Dachshund=|=2020-10-27T15:51:20Z=|=true=|=Female=|=1225=|=Wanton Wrap=|=Sznippers
Chickadee, black-capped=|=Beagle=|=2021-02-20T07:16:15Z=|=false=|=Female=|=1678=|=Miso Paste White=|=Kloburg
Pintail, white-cheeked=|=Siberian Husky=|=2020-12-18T19:25:00Z=|=true=|=Male=|=945=|=Browning Caramel Glace=|=Kloburg
Elk, Wapiti=|=German Shepherd=|=2023-05-16T03:45:08Z=|=true=|=Female=|=1668=|=Lid - High Heat, Super Clear=|=Miautex
Mongoose, yellow=|=Bulldog=|=2021-07-12T05:39:16Z=|=true=|=Male=|=199=|=Appetizer - Mini Egg Roll, Shrimp=|=Witold's and Jerzy's
Hornbill, southern ground=|=Dachshund=|=2021-06-20T02:25:17Z=|=true=|=Male=|=1411=|=Cake - Miini Cheesecake Cherry=|=Kumciaczkos
Rhinoceros, black=|=Siberian Husky=|=2020-06-20T12:59:49Z=|=true=|=Female=|=337=|=Wine - Magnotta, Merlot Sr Vqa=|=Miautex
Long-tailed skua=|=Poodle=|=2022-04-15T04:01:23Z=|=true=|=Male=|=1520=|=Pickles - Gherkins=|=Sznippers
Stork, woolly-necked=|=Bulldog=|=2022-07-05T01:27:16Z=|=true=|=Male=|=247=|=Lid Coffee Cup 8oz Blk=|=Holoubek Corp
Harbor seal=|=Boxer=|=2020-05-19T05:26:46Z=|=true=|=Female=|=1692=|=Butter Balls Salted=|=Sznippers
Fisher=|=Poodle=|=2022-09-20T08:50:56Z=|=true=|=Male=|=1431=|=Wine - Trimbach Pinot Blanc=|=Miautex
Steenbok=|=Labrador Retriever=|=2023-05-19T04:03:42Z=|=true=|=Male=|=1691=|=Turkey - Ground. Lean=|=Holoubek Corp
Common grenadier=|=Bulldog=|=2021-03-19T04:51:56Z=|=true=|=Polygender=|=626=|=Blouse / Shirt / Sweater=|=Xen
Squirrel, european red=|=Golden Retriever=|=2022-04-02T09:33:46Z=|=false=|=Male=|=738=|=Dc Hikiage Hira Huba=|=Holoubek Corp
Capybara=|=Poodle=|=2020-10-04T13:21:37Z=|=false=|=Male=|=634=|=Maintenance Removal Charge=|=Xen
Least chipmunk=|=Boxer=|=2021-07-29T13:38:21Z=|=true=|=Male=|=1755=|=Dried Cranberries=|=Witold's and Jerzy's
Common wallaroo=|=Dachshund=|=2022-11-02T05:29:07Z=|=true=|=Female=|=351=|=Wine - Placido Pinot Grigo=|=Kloburg
Red-tailed hawk=|=Poodle=|=2022-05-01T19:28:49Z=|=false=|=Female=|=998=|=Truffle Cups - Brown=|=Witold's and Jerzy's
Tawny frogmouth=|=Dachshund=|=2020-12-03T12:47:05Z=|=false=|=Male=|=1601=|=Snapple Lemon Tea=|=Kloburg
Hornbill, leadbeateri's ground=|=German Shepherd=|=2022-12-22T19:07:27Z=|=true=|=Male=|=764=|=Cheese - Brie,danish=|=Miautex
Tarantula=|=Rottweiler=|=2021-04-06T18:40:05Z=|=true=|=Non-binary=|=1475=|=Cranberries - Fresh=|=Miautex
Goose, canada=|=Bulldog=|=2020-11-27T00:00:07Z=|=true=|=Female=|=329=|=Vinegar - Champagne=|=Sznippers
Sambar=|=Dachshund=|=2020-08-29T12:30:10Z=|=true=|=Male=|=1115=|=Dried Cherries=|=Kumciaczkos
Dove, galapagos=|=Dachshund=|=2022-08-21T13:16:34Z=|=true=|=Female=|=1462=|=Chocolate - Pistoles, Lactee, Milk=|=Kumciaczkos
Bontebok=|=Bulldog=|=2022-05-30T22:09:58Z=|=true=|=Male=|=1600=|=Drambuie=|=Xen
Green-backed heron=|=Bulldog=|=2021-05-20T03:44:33Z=|=true=|=Female=|=1521=|=Beans - Yellow=|=Xen
Pygmy possum=|=Golden Retriever=|=2021-06-18T21:27:21Z=|=true=|=Male=|=1104=|=Crush - Orange, 355ml=|=Kloburg
Turkey, wild=|=Boxer=|=2020-07-09T13:16:06Z=|=true=|=Male=|=1987=|=Bagel - Ched Chs Presliced=|=Xen
Crested screamer=|=Labrador Retriever=|=2021-02-15T03:42:25Z=|=false=|=Female=|=1920=|=Smirnoff Green Apple Twist=|=Witold's and Jerzy's
Crab, sally lightfoot=|=Bulldog=|=2021-03-12T06:38:08Z=|=true=|=Male=|=1144=|=Mustard - Pommery=|=Kloburg
Spurfowl, yellow-necked=|=Rottweiler=|=2020-12-26T23:01:42Z=|=false=|=Female=|=452=|=Skirt - 29 Foot=|=Kumciaczkos
Fox, pampa gray=|=Rottweiler=|=2021-06-23T17:38:21Z=|=true=|=Female=|=1942=|=Cornflakes=|=Holoubek Corp
Egret, great=|=Dachshund=|=2021-08-22T23:48:39Z=|=true=|=Male=|=198=|=Tarragon - Fresh=|=Sznippers
Warthog=|=Labrador Retriever=|=2021-11-15T23:44:33Z=|=true=|=Female=|=1465=|=Cheese - Romano, Grated=|=Kloburg
Tasmanian devil=|=Bulldog=|=2021-01-29T23:53:17Z=|=true=|=Female=|=1975=|=Noodles - Steamed Chow Mein=|=Kumciaczkos
Burchell's gonolek=|=Labrador Retriever=|=2021-11-08T05:06:31Z=|=false=|=Female=|=811=|=Scampi Tail=|=Holoubek Corp
Fox, cape=|=Poodle=|=2022-01-12T06:11:18Z=|=false=|=Female=|=1120=|=Carbonated Water - Raspberry=|=Kumciaczkos
Buffalo, african=|=German Shepherd=|=2023-03-17T17:15:51Z=|=true=|=Female=|=1515=|=Tahini Paste=|=Witold's and Jerzy's
Cape clawless otter=|=Dachshund=|=2023-01-14T06:04:25Z=|=true=|=Female=|=572=|=Beef - Bones, Marrow=|=Xen
Snake-necked turtle=|=Labrador Retriever=|=2020-07-06T16:38:10Z=|=true=|=Female=|=1270=|=Langers - Cranberry Cocktail=|=Holoubek Corp
Godwit, hudsonian=|=Rottweiler=|=2023-03-02T07:16:23Z=|=true=|=Male=|=259=|=Rabbit - Frozen=|=Holoubek Corp
Galapagos sea lion=|=German Shepherd=|=2021-12-28T19:52:23Z=|=false=|=Female=|=1647=|=White Baguette=|=Miautex
Eurasian badger=|=Poodle=|=2022-10-26T20:05:05Z=|=false=|=Male=|=436=|=Carbonated Water - White Grape=|=Miautex
White-fronted bee-eater=|=Dachshund=|=2020-11-25T04:28:14Z=|=false=|=Male=|=1236=|=Pineapple - Golden=|=Sznippers
Black rhinoceros=|=Poodle=|=2022-10-20T18:07:21Z=|=true=|=Male=|=435=|=Towel - Roll White=|=Kumciaczkos
Rhinoceros, white=|=Labrador Retriever=|=2020-05-05T11:11:26Z=|=false=|=Male=|=1694=|=Wine - Fume Blanc Fetzer=|=Kloburg
Crocodile, nile=|=Beagle=|=2021-05-25T15:03:43Z=|=true=|=Male=|=1559=|=Pork - Butt, Boneless=|=Xen
Collared lemming=|=Rottweiler=|=2023-03-04T21:40:15Z=|=false=|=Female=|=1378=|=Mushroom - Enoki, Dry=|=Sznippers
Possum, common brushtail=|=Siberian Husky=|=2021-02-14T13:44:56Z=|=true=|=Female=|=941=|=Oysters - Smoked=|=Kumciaczkos
Red hartebeest=|=German Shepherd=|=2021-02-02T06:15:50Z=|=true=|=Male=|=195=|=Lettuce - Escarole=|=Kloburg
Shrew, mandras tree=|=German Shepherd=|=2022-02-17T16:09:50Z=|=true=|=Male=|=690=|=Myers Planters Punch=|=Kumciaczkos
Indian red admiral=|=Labrador Retriever=|=2023-01-08T20:16:41Z=|=true=|=Female=|=1749=|=Banana - Leaves=|=Kloburg
Common seal=|=Labrador Retriever=|=2021-02-27T10:57:39Z=|=true=|=Female=|=1292=|=Lamb - Whole, Frozen=|=Holoubek Corp
Shrike, southern white-crowned=|=Golden Retriever=|=2021-01-29T15:43:07Z=|=true=|=Female=|=1558=|=Soup - Campbells, Cream Of=|=Sznippers
Fat-tailed dunnart=|=German Shepherd=|=2021-11-07T06:09:54Z=|=false=|=Male=|=1337=|=Apricots - Halves=|=Kloburg
Lesser mouse lemur=|=Beagle=|=2021-12-09T14:00:06Z=|=true=|=Male=|=1294=|=Wine - Clavet Saint Emilion=|=Holoubek Corp
Ibis, glossy=|=Rottweiler=|=2023-02-10T07:00:47Z=|=true=|=Male=|=116=|=C - Plus, Orange=|=Xen
Mexican boa=|=Siberian Husky=|=2023-01-20T00:58:54Z=|=false=|=Male=|=1478=|=Milk - Skim=|=Kloburg
Dragon, frilled=|=Siberian Husky=|=2021-12-25T17:41:39Z=|=true=|=Female=|=858=|=Muffin Mix - Carrot=|=Xen
Crane, sarus=|=Boxer=|=2022-03-07T17:33:44Z=|=true=|=Male=|=1256=|=Straws - Cocktale=|=Xen
Capuchin, white-fronted=|=German Shepherd=|=2023-04-07T04:29:13Z=|=false=|=Male=|=1924=|=Crab - Claws, 26 - 30=|=Holoubek Corp
Cape Barren goose=|=German Shepherd=|=2022-03-16T09:51:44Z=|=true=|=Male=|=383=|=Gin - Gilbeys London, Dry=|=Kloburg
Guanaco=|=Bulldog=|=2020-07-08T01:21:13Z=|=false=|=Male=|=861=|=Stock - Veal, Brown=|=Sznippers
Starling, cape=|=Golden Retriever=|=2020-06-21T19:14:03Z=|=true=|=Male=|=1320=|=Country Roll=|=Witold's and Jerzy's
Snow goose=|=Poodle=|=2023-02-19T17:28:54Z=|=true=|=Female=|=522=|=Sage - Fresh=|=Kumciaczkos
Pale white-eye=|=German Shepherd=|=2022-05-04T03:46:59Z=|=false=|=Non-binary=|=710=|=Pasta - Lasagne, Fresh=|=Kumciaczkos
White-winged black tern=|=Poodle=|=2021-07-10T22:42:39Z=|=false=|=Female=|=1250=|=Schnappes Peppermint - Walker=|=Sznippers
Impala=|=Labrador Retriever=|=2020-08-08T03:24:51Z=|=false=|=Male=|=916=|=Baking Powder=|=Sznippers
Puma=|=Golden Retriever=|=2021-03-14T22:53:40Z=|=false=|=Male=|=1956=|=Soup Campbells Mexicali Tortilla=|=Xen
Paddy heron (unidentified)=|=Poodle=|=2021-11-01T15:00:17Z=|=false=|=Male=|=1368=|=Beer - Upper Canada Lager=|=Kloburg
Banded mongoose=|=Rottweiler=|=2022-04-15T12:04:50Z=|=false=|=Female=|=1400=|=Cheese - Parmigiano Reggiano=|=Miautex
Kangaroo, brush-tailed rat=|=Bulldog=|=2021-07-25T19:42:28Z=|=true=|=Male=|=784=|=Juice - Grapefruit, 341 Ml=|=Holoubek Corp
Seal, northern elephant=|=Golden Retriever=|=2022-02-19T20:03:08Z=|=true=|=Male=|=1314=|=Chick Peas - Dried=|=Holoubek Corp
Creeper, black-tailed tree=|=Rottweiler=|=2020-12-30T00:41:57Z=|=true=|=Female=|=1657=|=Lamb - Racks, Frenched=|=Holoubek Corp
Tern, white-winged black=|=German Shepherd=|=2020-07-31T00:27:38Z=|=false=|=Female=|=661=|=Tomatoes - Orange=|=Sznippers
Bear, american black=|=Bulldog=|=2021-12-20T09:24:22Z=|=true=|=Male=|=1538=|=Bread - Crusty Italian Poly=|=Miautex
Civet, small-toothed palm=|=Beagle=|=2021-07-28T00:09:42Z=|=false=|=Female=|=1219=|=Ham - Smoked, Bone - In=|=Miautex
Legaan, Monitor (unidentified)=|=Boxer=|=2021-05-02T05:56:58Z=|=false=|=Male=|=1264=|=Cocoa Feuilletine=|=Witold's and Jerzy's
Large cormorant=|=Bulldog=|=2022-04-11T09:16:26Z=|=false=|=Male=|=1071=|=Crackers Cheez It=|=Miautex
Crow, pied=|=Rottweiler=|=2022-09-11T13:44:50Z=|=true=|=Polygender=|=134=|=Wine - Chianti Classico Riserva=|=Kumciaczkos
Urial=|=Bulldog=|=2022-05-25T03:20:38Z=|=true=|=Female=|=203=|=Crackers - Graham=|=Miautex
Eagle, bald=|=Rottweiler=|=2021-08-31T05:08:24Z=|=false=|=Male=|=1818=|=Lid Coffeecup 12oz D9542b=|=Sznippers
Galapagos mockingbird=|=Siberian Husky=|=2023-03-20T05:56:17Z=|=false=|=Male=|=148=|=Wine - Stoneliegh Sauvignon=|=Kumciaczkos
Feral rock pigeon=|=Golden Retriever=|=2020-07-06T10:44:43Z=|=true=|=Female=|=1025=|=Rabbit - Whole=|=Holoubek Corp
Kingfisher, pied=|=German Shepherd=|=2021-10-18T18:18:18Z=|=true=|=Male=|=1684=|=Scotch - Queen Anne=|=Sznippers
Bahama pintail=|=Siberian Husky=|=2023-04-12T16:15:56Z=|=true=|=Male=|=1070=|=Wine - Fat Bastard Merlot=|=Sznippers
Monkey, red howler=|=Boxer=|=2020-10-08T08:34:06Z=|=false=|=Female=|=1399=|=Jam - Blackberry, 20 Ml Jar=|=Miautex
Columbian rainbow boa=|=Labrador Retriever=|=2021-09-04T04:06:49Z=|=false=|=Male=|=311=|=Octopus=|=Witold's and Jerzy's
African wild dog=|=German Shepherd=|=2023-01-23T07:32:31Z=|=false=|=Male=|=807=|=Wooden Mop Handle=|=Witold's and Jerzy's
Langur, hanuman=|=Labrador Retriever=|=2023-01-22T12:59:45Z=|=true=|=Male=|=703=|=Pork - Backs - Boneless=|=Holoubek Corp
Sparrow, rufous-collared=|=Boxer=|=2020-05-31T16:35:27Z=|=true=|=Female=|=1479=|=Chicken - Livers=|=Sznippers
Cobra (unidentified)=|=Beagle=|=2021-12-07T09:15:14Z=|=false=|=Male=|=1090=|=Cheese - St. Paulin=|=Xen
Neotropic cormorant=|=Siberian Husky=|=2023-03-27T21:07:04Z=|=false=|=Male=|=1453=|=Cheese - Roquefort Pappillon=|=Sznippers
Shelduck, european=|=German Shepherd=|=2022-02-25T00:16:36Z=|=false=|=Female=|=144=|=Bread - White, Unsliced=|=Miautex
Cat, tiger=|=Siberian Husky=|=2021-06-15T05:43:04Z=|=false=|=Female=|=921=|=Veal - Slab Bacon=|=Sznippers
Northern phalarope=|=Beagle=|=2021-08-09T14:56:15Z=|=true=|=Male=|=148=|=Bread - Crusty Italian Poly=|=Miautex
Wambenger, red-tailed=|=Beagle=|=2021-08-01T21:51:44Z=|=false=|=Female=|=659=|=Fish - Scallops, Cold Smoked=|=Miautex
Cormorant, pied=|=Poodle=|=2022-03-06T00:01:25Z=|=true=|=Bigender=|=1204=|=Mix Pina Colada=|=Kloburg
Grenadier, purple=|=Labrador Retriever=|=2020-06-29T06:36:49Z=|=true=|=Male=|=1318=|=Scallop - St. Jaques=|=Sznippers
Roe deer=|=Bulldog=|=2022-11-08T18:33:31Z=|=true=|=Female=|=1902=|=Wine - Spumante Bambino White=|=Sznippers
Giant heron=|=Dachshund=|=2021-04-29T18:28:02Z=|=false=|=Female=|=1958=|=Butter Sweet=|=Miautex
Lapwing (unidentified)=|=Labrador Retriever=|=2020-08-09T09:05:44Z=|=true=|=Female=|=1807=|=Wine - Chateau Aqueria Tavel=|=Kumciaczkos
Cormorant, great=|=Beagle=|=2023-01-21T15:22:43Z=|=false=|=Male=|=478=|=Bay Leaf Ground=|=Holoubek Corp
Gecko, ring-tailed=|=Bulldog=|=2021-01-11T15:22:35Z=|=true=|=Female=|=723=|=Savory=|=Kumciaczkos
Crested barbet=|=Dachshund=|=2020-08-21T11:41:12Z=|=true=|=Male=|=1505=|=Tumeric=|=Kumciaczkos
Tinamou, elegant crested=|=Siberian Husky=|=2021-09-03T07:51:51Z=|=false=|=Male=|=1312=|=Olives - Morracan Dired=|=Holoubek Corp
Yak=|=Boxer=|=2022-05-05T04:56:37Z=|=true=|=Female=|=1796=|=Muffin Mix - Corn Harvest=|=Kumciaczkos
Alligator, american=|=Dachshund=|=2021-11-26T17:12:22Z=|=false=|=Male=|=1729=|=Jam - Raspberry,jar=|=Kumciaczkos
Lion, mountain=|=Golden Retriever=|=2020-06-20T01:13:38Z=|=false=|=Male=|=1400=|=Squash - Guords=|=Witold's and Jerzy's
White rhinoceros=|=Labrador Retriever=|=2020-09-23T17:28:55Z=|=true=|=Female=|=1794=|=Chicken - Leg / Back Attach=|=Kloburg
Dragon, western bearded=|=Siberian Husky=|=2021-07-02T18:28:10Z=|=false=|=Male=|=730=|=Broom And Brush Rack Black=|=Witold's and Jerzy's
Goldeneye, barrows=|=Boxer=|=2021-07-19T14:44:37Z=|=false=|=Female=|=1215=|=Tilapia - Fillets=|=Xen
Wattled crane=|=Beagle=|=2020-12-08T18:30:26Z=|=true=|=Female=|=202=|=Sausage - Andouille=|=Holoubek Corp
Vulture, black=|=Dachshund=|=2022-02-01T02:38:26Z=|=false=|=Male=|=1279=|=Beef Striploin Aaa=|=Xen
Salmon, sockeye=|=Boxer=|=2021-01-04T14:13:05Z=|=true=|=Female=|=875=|=Corn - On The Cob=|=Xen
Southern white-crowned shrike=|=Bulldog=|=2023-04-10T08:19:15Z=|=false=|=Male=|=848=|=Mangoes=|=Miautex
Gecko, bent-toed=|=Rottweiler=|=2020-09-10T23:32:54Z=|=false=|=Male=|=388=|=Capon - Whole=|=Kloburg
Trumpeter, green-winged=|=Boxer=|=2020-10-03T15:10:21Z=|=true=|=Male=|=1896=|=Octopus=|=Kumciaczkos
Camel, dromedary=|=Poodle=|=2020-06-12T18:03:51Z=|=true=|=Male=|=435=|=Wine - Alsace Riesling Reserve=|=Kloburg
Caribou=|=Boxer=|=2021-01-29T20:00:21Z=|=false=|=Male=|=445=|=Pastry - Banana Tea Loaf=|=Kloburg
Kookaburra, laughing=|=Siberian Husky=|=2021-03-06T19:33:17Z=|=true=|=Female=|=1932=|=Wine - Lou Black Shiraz=|=Kumciaczkos
Cape fox=|=Boxer=|=2021-04-26T10:04:10Z=|=false=|=Female=|=1093=|=Cheese - Mozzarella, Buffalo=|=Holoubek Corp
Red phalarope=|=German Shepherd=|=2020-07-07T05:23:32Z=|=true=|=Bigender=|=402=|=Ostrich - Fan Fillet=|=Xen
Kingfisher, malachite=|=Dachshund=|=2021-11-08T06:36:18Z=|=false=|=Male=|=1014=|=Mushrooms - Black, Dried=|=Kloburg
Four-spotted skimmer=|=Labrador Retriever=|=2023-01-23T08:30:57Z=|=true=|=Female=|=438=|=Cinnamon - Ground=|=Witold's and Jerzy's
Porcupine, crested=|=Beagle=|=2022-05-18T19:50:29Z=|=true=|=Male=|=100=|=Tequila Rose Cream Liquor=|=Witold's and Jerzy's
Boa, malagasy ground=|=Beagle=|=2022-09-22T10:50:33Z=|=true=|=Male=|=1012=|=Sauce - Hollandaise=|=Miautex
Brown antechinus=|=Labrador Retriever=|=2022-06-12T12:37:41Z=|=true=|=Female=|=446=|=Cookie - Oreo 100x2=|=Holoubek Corp
Dove, ring=|=Golden Retriever=|=2021-12-19T06:48:59Z=|=false=|=Female=|=502=|=Foil - Round Foil=|=Miautex
Raccoon, crab-eating=|=Boxer=|=2020-12-09T22:25:55Z=|=false=|=Female=|=1618=|=Macaroons - Two Bite Choc=|=Holoubek Corp
Burrowing owl=|=Poodle=|=2022-03-22T18:38:30Z=|=true=|=Female=|=1732=|=Flour - All Purpose=|=Sznippers
Deer, black-tailed=|=Dachshund=|=2021-10-10T06:17:31Z=|=true=|=Male=|=367=|=Sandwich Wrap=|=Miautex
Antelope, sable=|=Rottweiler=|=2022-05-31T02:29:24Z=|=true=|=Male=|=1451=|=French Pastries=|=Xen
Jacana, african=|=Rottweiler=|=2021-02-02T11:48:29Z=|=false=|=Female=|=723=|=Rhubarb=|=Holoubek Corp
Coyote=|=German Shepherd=|=2021-09-14T23:20:49Z=|=true=|=Male=|=507=|=Jolt Cola=|=Kloburg
Curve-billed thrasher=|=Siberian Husky=|=2022-05-17T07:01:27Z=|=true=|=Female=|=1017=|=Wine - Magnotta - Cab Franc=|=Kloburg
Four-striped grass mouse=|=Golden Retriever=|=2022-02-10T19:43:16Z=|=false=|=Female=|=1690=|=Wine - Cousino Macul Antiguas=|=Holoubek Corp
Groundhog=|=Poodle=|=2020-06-01T21:42:29Z=|=false=|=Female=|=411=|=Samosa - Veg=|=Sznippers
White-browed sparrow weaver=|=German Shepherd=|=2022-03-26T16:37:49Z=|=false=|=Male=|=386=|=Soup Campbells - Italian Wedding=|=Kumciaczkos
Brazilian tapir=|=Labrador Retriever=|=2020-06-03T00:21:05Z=|=false=|=Male=|=1552=|=Cookie - Oreo 100x2=|=Sznippers
Little heron=|=Poodle=|=2021-07-05T17:32:10Z=|=true=|=Male=|=393=|=Coconut - Creamed, Pure=|=Holoubek Corp
Seal, common=|=German Shepherd=|=2022-12-19T22:29:59Z=|=true=|=Female=|=1012=|=Apricots - Dried=|=Miautex
Robin, kalahari scrub=|=Rottweiler=|=2022-09-22T09:33:39Z=|=false=|=Female=|=839=|=Bread - Petit Baguette=|=Witold's and Jerzy's
Dragonfly, russian=|=Bulldog=|=2022-06-16T01:47:14Z=|=true=|=Female=|=154=|=Steampan Lid=|=Miautex
Malay squirrel (unidentified)=|=Beagle=|=2022-03-10T04:47:17Z=|=true=|=Female=|=1749=|=Orange Roughy 6/8 Oz=|=Sznippers
Weaver, chestnut=|=Bulldog=|=2022-04-07T07:01:53Z=|=false=|=Female=|=1490=|=Buttons=|=Xen
Pheasant, common=|=Labrador Retriever=|=2023-01-23T13:08:46Z=|=true=|=Male=|=1493=|=Soup - Knorr, French Onion=|=Sznippers
Koala=|=Poodle=|=2022-06-11T04:59:02Z=|=true=|=Male=|=103=|=Nacho Chips=|=Xen
Baboon, gelada=|=Rottweiler=|=2021-06-02T05:01:24Z=|=false=|=Male=|=228=|=Fiddlehead - Frozen=|=Kloburg
Anaconda (unidentified)=|=German Shepherd=|=2021-11-21T16:35:32Z=|=false=|=Genderfluid=|=1089=|=Juice - Pineapple, 341 Ml=|=Kloburg
Squirrel, thirteen-lined=|=Golden Retriever=|=2020-10-19T03:24:50Z=|=true=|=Female=|=1375=|=Island Oasis - Banana Daiquiri=|=Sznippers
Bleu, blue-breasted cordon=|=Beagle=|=2021-11-12T09:09:41Z=|=true=|=Genderqueer=|=1040=|=Sauce - Hp=|=Witold's and Jerzy's
Rufous-collared sparrow=|=Siberian Husky=|=2022-05-30T01:10:17Z=|=true=|=Male=|=666=|=Ice - Clear, 300 Lb For Carving=|=Kumciaczkos
Kangaroo, western grey=|=German Shepherd=|=2021-11-27T09:06:14Z=|=true=|=Female=|=1585=|=Sugar - Brown=|=Holoubek Corp
Goat, mountain=|=Boxer=|=2021-11-14T18:25:34Z=|=true=|=Female=|=1045=|=Asparagus - White, Fresh=|=Miautex
Fox, silver-backed=|=Beagle=|=2020-10-30T01:24:40Z=|=true=|=Male=|=1543=|=Wine - Mas Chicet Rose, Vintage=|=Kloburg
Wallaby, river=|=Boxer=|=2021-02-13T06:51:03Z=|=false=|=Male=|=415=|=Tart - Lemon=|=Witold's and Jerzy's
Woodrat (unidentified)=|=Dachshund=|=2022-01-19T01:34:58Z=|=false=|=Female=|=787=|=Lettuce - Treviso=|=Miautex
Sage grouse=|=Siberian Husky=|=2021-01-05T16:21:27Z=|=true=|=Bigender=|=1553=|=Horseradish - Prepared=|=Kloburg
Porcupine, african=|=Golden Retriever=|=2020-10-09T14:11:51Z=|=false=|=Male=|=1863=|=Cookies - Amaretto=|=Miautex
Glossy starling (unidentified)=|=Rottweiler=|=2021-10-22T06:23:29Z=|=false=|=Male=|=552=|=Anisette - Mcguiness=|=Sznippers
Goose, cape barren=|=Rottweiler=|=2021-06-28T04:28:30Z=|=false=|=Male=|=316=|=Squid Ink=|=Sznippers
Phascogale, brush-tailed=|=Golden Retriever=|=2023-01-01T05:22:09Z=|=false=|=Male=|=449=|=Lamb - Shanks=|=Sznippers
Eagle, white-bellied sea=|=Boxer=|=2021-10-06T14:30:26Z=|=true=|=Female=|=1907=|=Wine - Chenin Blanc K.w.v.=|=Sznippers
Turkey vulture=|=Golden Retriever=|=2021-04-18T02:42:21Z=|=true=|=Male=|=438=|=Trout - Rainbow, Fresh=|=Kloburg
Egyptian goose=|=Boxer=|=2023-04-07T15:19:20Z=|=false=|=Genderqueer=|=1316=|=Slt - Individual Portions=|=Miautex
Asian false vampire bat=|=Dachshund=|=2021-06-14T13:07:47Z=|=false=|=Female=|=1550=|=Cakes Assorted=|=Kloburg
